author-name,work-title,earliest-publication-date,country,source,bibacme-work-id,cligs-idno,fictionality,narrativity,prose,>=84p,">=16,000w",own-structure,readership,realistic,note
"Zeballos, Estanislao Severo",Painé y la dinastía de los Zorros,1884,Argentina,Lichtblau,W1267,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Villafañe, Segundo I.",Tapias y Morales,1901,Argentina,Lichtblau,W1266,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Villafañe, Segundo I.",Horas de fiebre,1891,Argentina,Lichtblau,W1265,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Villafañe, Segundo I.",Emilio Love,1888,Argentina,Lichtblau,W1264,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Villafañe, Segundo I.",Don Lino Velázquez,1886,Argentina,Lichtblau,W1263,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Vera y Gonzalez, Enrique",La estrella del sur,1907,Argentina,Lichtblau,W1262,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Vélez, Juan José",Manila,1908,Argentina,Lichtblau,W1261,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Vélez, José María",La casta,1898,Argentina,Lichtblau,W1260,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Vedia, José Joaquín de",Aventuras de un centauro de la América meridional,1868,Argentina,Lichtblau,W1259,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Varela, Luis Vicente",Entre dos almas,1908,Argentina,Lichtblau,W1257,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Varela, Luis Vicente",Clemencia,1877,Argentina,Lichtblau,W1255,nh0206,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Varela, Luis Vicente",La huella del crimen,1877,Argentina,Lichtblau,W1254,nh0200,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Varela, Héctor Florencio",Elisa Lynch,1870,Argentina,Lichtblau,W1253,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Urraco, Antonio","Los abrojos de una flor, o el desengaño",1860,Argentina,Lichtblau,W1252,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
Anónimo,El descuartizador,1894,Argentina,Lichtblau,W1251,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Ugarte, Manuel",La novela de las horas y de los días,1903,Argentina,Lichtblau,W1249,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Vaca-Guzmán, Santiago",Días amargos,1887,Argentina,WikimediaCommons,W1245,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Urien, Carlos María",Clelia,1886,Argentina,WikimediaCommons,W1244,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
Anónimo,Carlos Soto,1883,Argentina,WikimediaCommons,W1243,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Mayer, E.",Campaña y Guarnición,1892,Argentina,WikimediaCommons,W1241,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Pélissot, Felisberto",Camila O'Gorman,1857,Argentina,WikimediaCommons,-,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,Translation from French
"Sylva, Victorio",¡Así sea!,1893,Argentina,WikimediaCommons,W1238,nh0123,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Stock, Guillelmo",El valor de la vida,1896,Argentina,Lichtblau,W1237,-,fictional,narrative,prose,unknown,n.a.,own structure,adult,realistic,
"Sorda, Lima",El sol que nace y el sol que se pone,1888,Argentina,Lichtblau,W1236,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Solar, Alberto del",Rastaquouère,1890,Argentina,Lichtblau,W1234,nh0255,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Solar, Alberto del",Huincahual,1888,Argentina,Lichtblau,W1233,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Solar, Alberto del",El faro,1902,Argentina,Lichtblau,W1232,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Solar, Alberto del",Contra la marea,1894,Argentina,Lichtblau,W1231,nh0223,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Cané, Miguel (p.)",La familia de Sconner,1858,Argentina,Lichtblau,W123,nh0126,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Sicardi, Francisco A.",Hacia la justicia,1902,Argentina,Lichtblau,W1227,nh0033,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Sicardi, Francisco A.",Méndez,1897,Argentina,Lichtblau,W1226,nh0032,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Sicardi, Francisco A.",Don Manuel de Paloche,1899,Argentina,Lichtblau,W1225,nh0031,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Sicardi, Francisco A.",Genaro,1895,Argentina,Lichtblau,W1224,nh0030,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Sicardi, Francisco A.",Libro Extraño,1894,Argentina,Lichtblau,W1223,nh0029,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Sastre, Marcos",Cartas a Genuaria,1840,Argentina,Lichtblau,W1222,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Saldías, Adolfo",Bianchetto – la patria del trabajo,1896,Argentina,Lichtblau,W1220,nh0155,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Cané, Miguel (p.)","Eugenio Segry, o el Traviato",1858,Argentina,Lichtblau,W122,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Saavedra, Osvaldo",Grandezas chicas,1901,Argentina,Lichtblau,W1219,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Salado Álvarez, Victoriano",Porfirio Díaz,1903,México,Torres-Rioseco,W1218,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Salado Álvarez, Victoriano",La corte de Maximiliano,1903,México,Torres-Rioseco,W1217,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Salado Álvarez, Victoriano",La Reforma,1903,México,Torres-Rioseco,W1216,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Azuela, Mariano",Mala Yerba,1909,México,Torres-Rioseco,W1215,nh0205,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Azuela, Mariano",Los Fracasados,1908,México,Torres-Rioseco,W1214,nh0204,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Azuela, Mariano",María Luisa,1907,México,Torres-Rioseco,W1213,nh0136,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Avendaño de Pérez de León, Jacoba",Los hijos de la cuna,1906,México,Torres-Rioseco,W1212,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Avendaño de Pérez de León, Jacoba",Los Plagiarios,1906,México,Torres-Rioseco,W1211,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Cané, Miguel (p.)",Esther,1858,Argentina,Lichtblau,W121,nh0087,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Arriaga, Alberto F.",Lances de amor,1897,México,Torres-Rioseco,W1201,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Arriaga, Alberto F.",Una cana al aire,1906,México,Torres-Rioseco,W1200,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Campo, Estanislao del","Camila, o la virtud triunfante",1956,Argentina,Lichtblau,W120,nh0219,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Allende de Buffo, Leonor",Flavio Solari,1907,Argentina,Lichtblau,W12,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Arriaga, Alberto F.",La Herencia del Tío Anacleto,1882,México,Torres-Rioseco,W1199,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
Anónimo,Dn. Braulio,1904,México,Torres-Rioseco,W1196,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
Anónimo,La Venganza de los Difuntos,1850,México,Torres-Rioseco,W1193,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Campo, Cupertino del",El romance de un médico,1905,Argentina,Lichtblau,W119,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Ancona, Eligio",Memorias de un Alférez,1904,México,Torres-Rioseco,W1189,nh0182,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Ancona, Eligio",La Mestiza,1891,México,Torres-Rioseco,W1188,nh0216,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Ancona, Eligio",El conde de Peñalva,1879,México,Torres-Rioseco,W1187,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Ancona, Eligio",Los mártires del Anáhuac,1870,México,Torres-Rioseco,W1186,nh0181,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Ancona, Eligio",El filibustero,1864,México,Torres-Rioseco,W1185,nh0180,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Ancona, Eligio",La cruz y la espada,1866,México,Torres-Rioseco,W1184,nh0026,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Álvarez Prieto, Fernando",La Virgen del Tepeyac,1884,México,Torres-Rioseco,W1183,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Altamirano, Ignacio Manuel",El zarco,1901,México,Torres-Rioseco,W1181,nh0007,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Altamirano, Ignacio Manuel",Antonia,1880,México,Torres-Rioseco,W1180,nh0003,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Cambaceres, Eugenio",Pot-pourri—silbidos de un vago,1882,Argentina,Lichtblau,W118,nh0057,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Altamirano, Ignacio Manuel",La navidad en las montañas,1871,México,Torres-Rioseco,W1178,nh0005,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Altamirano, Ignacio Manuel",Clemencia,1869,México,Torres-Rioseco,W1177,nh0006,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Altamirano, Ignacio Manuel",Julia,1870,México,Torres-Rioseco,W1176,nh0146,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Alfaro, Jesús Manrique, F.",El tribunal de la Compañía de Jesús,1874,México,Torres-Rioseco,W1175,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Alfaro, Anselmo",Leona,1876,México,Torres-Rioseco,W1174,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Alegría, Adolfo Isaac",La luz en las tinieblas,1870,México,Torres-Rioseco,W1172,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Agüeros, Victoriano",Leyenda de navidad,1879,México,Torres-Rioseco,W1171,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Cambaceres, Eugenio",Música sentimental—silbidos de un vago,1884,Argentina,Lichtblau,W117,nh0034,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Blanco, Manuel",Páginas Íntimas,1895,México,Torres-Rioseco,W1168,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Blanco, Manuel",El Secreto de una Crónica,1891,México,Torres-Rioseco,W1167,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Blanco, Manuel",El Capitán Armando,1872,México,Torres-Rioseco,W1166,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Betanzo, Francisca",Brumas alcohólicas,1909,México,Torres-Rioseco,W1165,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Cambaceres, Eugenio",En la sangre,1887,Argentina,Lichtblau,W116,nh0012,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Betanzo, Francisca",La Peña del Infortunio,1909,México,Torres-Rioseco,W1156,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Cambaceres, Eugenio",Sin rumbo,1885,Argentina,Lichtblau,W115,nh0011,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Barrera, Pantaleón",Los Misterios de Chan Santa Cruz,1864,México,Torres-Rioseco,W1149,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Barragán de Toscano, Refugio",La Hija del Bandido o los Subterráneos del Nevado,1887,México,Torres-Rioseco,W1148,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Barragán de Toscano, Refugio",Premio del Bien y Castigo del Mal,1884,México,Torres-Rioseco,W1147,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Balbontín, Manuel",Tulitas la Pelona,1893,México,Torres-Rioseco,W1146,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Balbontín, Manuel",Inés,1892,México,Torres-Rioseco,W1145,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Balbontín, Manuel",Memorias de un Muerto,1874,México,Torres-Rioseco,W1144,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Balbontín, Manuel",Los torpedos,1873,México,Torres-Rioseco,W1142,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Curtis, Carlos Daniel",La niña del baldoquín,1881,México,Torres-Rioseco,W1140,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Calandrelli, Matías",La sociedad y sus víctimas,1902,Argentina,Lichtblau,W114,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Curtis, Carlos Daniel",Mirtilo,1878,México,Torres-Rioseco,W1139,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Cuéllar, José Tomás de",Los fuereños,1890,México,Torres-Rioseco,W1133,nh0129,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Cuéllar, José Tomás de",Los Mariditos,1890,México,Torres-Rioseco,W1132,nh0199,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Cuéllar, José Tomás de",Baile y Cochino,1886,México,Torres-Rioseco,W1131,nh0131,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Cuéllar, José Tomás de",Gabriel el cerrajero o las hijas de mi papá,1871,México,Torres-Rioseco,W1130,nh0138,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Cabral, José Victoriano","Lina Montalván, o el terremoto que destruyó el Callao y la ciudad de Lima en 1746",1880,Argentina,Lichtblau,W113,nh0249,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Cuéllar, José Tomás de",Las gentes que 'son así',1871,México,Torres-Rioseco,W1129,nh0141,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Cuéllar, José Tomás de",Las jamonas,1871,México,Torres-Rioseco,W1128,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Cuéllar, José Tomás de",Isolina la ex-figurante,1871,México,Torres-Rioseco,W1127,nh0144,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Cuéllar, José Tomás de",Historia de Chucho el Ninfo,1871,México,Torres-Rioseco,W1126,nh0197,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Cuéllar, José Tomás de",Ensalada de pollos,1871,México,Torres-Rioseco,W1125,nh0050,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Cuéllar, José Tomás de",El Pecado del Siglo,1869,México,Torres-Rioseco,W1124,nh0253,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Cabral, José Victoriano",La campana de San Telmo y la conspiración de 1839 contra el dictador Rosas,1897,Argentina,Lichtblau,W112,nh0248,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Cordero, Juan N.",Inri,1898,México,Torres-Rioseco,W1118,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Ceniceros y Villarreal, Rafael",El hombre nuevo,1908,México,Torres-Rioseco,W1117,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Ceniceros y Villarreal, Rafael",La siega,1904,México,Torres-Rioseco,W1116,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Montañes, Mariano Ruiz",Los cuarenta y uno,1906,México,Torres-Rioseco,W1111,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Cabral, José Victoriano",Amelia de Floriani o el castillo del diablo,1887,Argentina,Lichtblau,W111,nh0247,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Castillo, I. D. del",La prostitución o consecuencias de un mal ejemplo,1836,México,Torres-Rioseco,W1106,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Castillo, Florencio M. del",Hermana de los ángeles,1854,México,Torres-Rioseco,W1103,nh0104,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Álvarez, José Sixto",Un viaje al país de los matreros,1897,Argentina,Lichtblau,W11,nh0078,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Castera, Pedro",Querens,1890,México,Torres-Rioseco,W1099,nh0134,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Castera, Pedro",Dramas en un corazón,1890,México,Torres-Rioseco,W1098,nh0145,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Castera, Pedro",Los Maduros,1882,México,Torres-Rioseco,W1097,nh0240,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Castera, Pedro",Carmen,1882,México,Torres-Rioseco,W1096,nh0171,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Castellot, José Felipe",La Cuna de Piedra,1903,México,Torres-Rioseco,W1095,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
C.,El ex-abrupto de don Cándido,1886,Argentina,Lichtblau,W109,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Carrillo, Miguel",Rosaura,1889,México,Torres-Rioseco,W1088,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Candelas, El tío",Los dos amantes o la venganza del rey,1898,México,Torres-Rioseco,W1086,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Campos, Rubén M.",Claudio Oronoz,1906,México,Torres-Rioseco,W1085,nh0173,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Campo y Valle, Ángel de",Apuntes sobre Perico Vera,1896,México,elem.mx,W1084,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Campo y Valle, Ángel de",La Rumba,1891,México,elem.mx,W1082,nh0133,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
C.,Los celos y la electricidad,1886,Argentina,Lichtblau,W108,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Calderón, Luis",Los novios,1872,México,Torres-Rioseco,W1079,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Domínguez, Manuel",Cuautla,1909,México,Torres-Rioseco,W1077,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Domínguez, Manuel",Peñastlán,1909,México,Torres-Rioseco,W1076,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Domínguez, Manuel",El Capitán Fantasma,1903,México,Torres-Rioseco,W1075,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Domínguez, Juan de Dios",El embajador y la sevillana,1875,México,Torres-Rioseco,W1074,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Domínguez, Juan de Dios",Doña Esperanza de Haro,1871,México,Torres-Rioseco,W1073,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Didapp, Juan Pedro",Proceso,1907,México,Torres-Rioseco,W1072,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Díaz Covarrubias, Juan",El diablo en México,1860,México,Torres-Rioseco,W1070,nh0073,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Villaseñor y Villaseñor, Alejandro",Memorias de un estudiante,1893,México,Torres-Rioseco,W107,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Díaz Covarrubias, Juan",Gil Gómez el insurgente o la hija del médico,1858,México,Torres-Rioseco,W1069,nh0064,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Díaz Covarrubias, Juan",La clase media,1858,México,Torres-Rioseco,W1068,nh0065,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Delgado, Rafael",La apostasía del padre Arteaga,1902,México,Torres-Rioseco,W1067,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Delgado, Rafael",Historia vulgar,1904,México,Torres-Rioseco,W1066,nh0075,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Delgado, Rafael",Los parientes ricos,1901,México,Torres-Rioseco,W1065,nh0052,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Delgado, Rafael",Angelina,1893,México,Torres-Rioseco,W1064,nh0089,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Delgado, Rafael",La Calandria,1890,México,Torres-Rioseco,W1063,nh0068,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Ezeta, Carlos",Hija y esposa,1904,México,Torres-Rioseco,W1062,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Esteva, Roberto A.",El fruto prohibido,1873,México,Torres-Rioseco,W1059,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Esteva, Roberto A.",Juana de Armendáriz,1868,México,Torres-Rioseco,W1057,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Esteva, José María",La campana de la misión,1894,México,Torres-Rioseco,W1055,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Espinoza, Julio",Esperanza,1883,México,Torres-Rioseco,W1054,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Escobar, Manuel María",Cerca del trono,1875,México,Torres-Rioseco,W1053,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Enziso, Cenobio I.",Herlinda,1901,México,Torres-Rioseco,W1052,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Elízaga, Lorenzo",Mauricio el ajusticiado o una persecución masónica,1869,México,Torres-Rioseco,W1050,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Villanueva, Mariano",Memorias fantásticas del pájaro verde,1868,México,Torres-Rioseco,W105,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Echáiz, Jesús",La envenenadora,1875,México,Torres-Rioseco,W1049,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Echáiz, Jesús",El paladín extranjero,1871,México,Torres-Rioseco,W1048,nh0158,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Auber de Noya, Virginia Felicia",Ambarina,1858,Cuba,DLC,W1043,nh0153,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Auber de Noya, Virginia Felicia",Otros tiempos,1856,Cuba,DLC,W1042,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Auber de Noya, Virginia Felicia",Perseverancia,1853,Cuba,DLC,W1041,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Auber de Noya, Virginia Felicia",Una habanera; caprichos del corazón,1851,Cuba,DLC,W1040,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Villanueva, Agustín",Un millonario en diez años,1903,México,Torres-Rioseco,W104,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Auber de Noya, Virginia Felicia",Una venganza,1850,Cuba,DLC,W1039,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Auber de Noya, Virginia Felicia",Úrsula,1846,Cuba,DLC,W1038,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Auber de Noya, Virginia Felicia",Una falta,1846,Cuba,DLC,W1037,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Auber de Noya, Virginia Felicia",Mauricio,1845,Cuba,DLC,W1036,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Auber de Noya, Virginia Felicia",El castillo de la loca,1844,Cuba,DLC,W1035,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Auber de Noya, Virginia Felicia",Leoncio,1844,Cuba,DLC,W1033,nh0014,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Auber de Noya, Virginia Felicia",Wilhelmina,1844,Cuba,DLC,W1032,nh0154,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Armas y Céspedes, José de",Frasquito,1894,Cuba,DLC,W1030,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Villamor y Armendariz, Manuel Cecilio",Agripina y su duende,1865,México,Torres-Rioseco,W103,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Aramburu, Joaquín N.",Un detallista feliz,1892,Cuba,DLC,W1029,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Ángulo y Guridi, Alejandro",Los amores de los indios,1843,Cuba,DLC,W1028,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Andueza, José María de","La heredera de Almazán; o, Los Caballeros de la Banda",1837,Cuba,DLC,W1024,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Villa Gordoa, José",Noches de invierno,1889,México,Torres-Rioseco,W102,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Bobadilla, Emilio",A fuego lento,1903,Cuba,DLC,W1016,nh0114,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Betancourt y Betancourt, José Ramón",Una feria de la Caridad en 183…,1841,Cuba,DLC,W1014,nh0238,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Balmaseda, Francisco Javier",Clementina,1897,Cuba,DLC,W1013,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Balmaseda, Francisco Javier","Historia de una iguana Los ebrios; o, La familia de Juan Candaya",1874,Cuba,DLC,W1012,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Balmaseda, Francisco Javier",Los misterios de una cabaña,1866,Cuba,DLC,W1011,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Bacardi Moreau, Emilio",Vía Crucis,1910,Cuba,DLC,W1008,nh0166,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Cruz, Manuel de la",Juan Media Risa,1887,Cuba,DLC,W1007,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Cruz, Manuel de la",El capitán Córdova,1886,Cuba,DLC,W1006,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Castellanos, Jesús",La conjura,1909,Cuba,DLC,W1000,nh0044,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Vigil y Robles, José",El dinero,1884,México,Torres-Rioseco,W100,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Álvarez, José Sixto",Memorias de un vigilante,1897,Argentina,Lichtblau,W10,nh0079,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Aguilar, Ventura",Castruccio,1889,Argentina,Lichtblau,W1,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Aguilar, Ventura",Noche penal,1888,Argentina,Lichtblau,-,-,fictional,narrative,prose,no,n.a.,own structure,adult,realistic,
"Alberdi, Juan Bautista",Peregrinación de Luz del Día o Viaje y aventuras de la Verdad en el Nuevo Mundo,1871,Argentina,Lichtblau,-,-,fictional,narrative,prose,n.a.,yes,own structure,adult,not realistic,
"Alberdi, Juan Bautista",Tobías o la cárcel a la vela,1851,Argentina,Lichtblau,-,-,fictional,narrative,prose,no,n.a.,own structure,adult,realistic,
